Sample	Region	Sex	Platform	Population	PC1	PC2	PC3	PC4	PC5	Longitude-E	Latitude-N	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
HGDP01375	Eurasia-NW	M	Affy Human Origins	Basque_French	-0.00659612	-0.0132781	-0.00228909	-0.0106397	-0.00164918	0	43	3.60E-05	-0.000848511	-0.000440713	0.00104271	0.000912171	0.00758857	-0.00034628	-0.000496398	0.000554534	7.78E-05	0.000836017	0.00077971	-1.81E-06	-0.00134221	-0.000555183
HGDP01377	Eurasia-NW	M	Affy Human Origins	Basque_French	-0.00677385	-0.0139548	-0.0019522	-0.0101782	-0.000926109	0	43	-0.000218082	-0.000465504	-0.00048444	0.00161104	1.68E-05	0.00682937	0.00116631	7.01E-05	0.000429538	6.61E-05	0.000311808	-0.00108135	5.07E-06	0.00019644	-7.43E-05
HGDP01378	Eurasia-NW	M	Affy Human Origins	Basque_French	-0.00678625	-0.0134336	-0.00288442	-0.00980858	-0.000769407	0	43	0.000375339	0.00054306	-0.00210989	0.00175976	8.89E-05	0.00687925	-0.000220873	-0.00100723	-0.000358621	0.000467813	-0.000370845	0.000281848	-0.00057981	-0.000247525	-0.000299448
HGDP01379	Eurasia-NW	M	Affy Human Origins	Basque_French	-0.00670485	-0.0136664	-0.00254484	-0.00896761	-0.000868249	0	43	0.000270489	-0.000940251	-0.000246724	0.000686226	-0.000248962	0.00615005	-0.00194555	-0.00286686	-0.000331721	-0.000705325	0.00026569	0.00148064	0.00020919	-0.00126648	-0.000369754
HGDP01380	Eurasia-NW	F	Affy Human Origins	Basque_French	-0.00650055	-0.0139183	-0.00305599	-0.0122396	-0.00095849	0	43	0.00119641	0.000125104	-0.00045439	0.00101184	0.00023435	0.00812556	5.67E-05	-0.000528901	-0.000257002	-0.000108283	0.00100821	3.11E-05	-0.000565822	-0.00044765	-0.00160024
HGDP01381	Eurasia-SW	F	Affy Human Origins	Adygei	-0.00632949	-0.00776218	0.00224492	0.00270482	0.000302151	39	44	0.000507718	0.00167152	-0.00708345	0.00198763	-0.00077243	-0.00938106	0.00111876	0.000621178	-0.00238489	0.000952399	0.000729512	0.000237229	-0.00119789	-0.00110362	-0.000544151
HGDP01382	Eurasia-SW	F	Affy Human Origins	Adygei	-0.0063899	-0.0101227	0.0044159	0.00336125	0.000524257	39	44	0.000132873	0.00332511	-0.00858923	0.00226657	-4.55E-05	-0.00801037	0.00221897	0.00253849	-0.00329156	0.000314039	0.00111512	0.000297663	-9.49E-05	-0.00177744	-0.00141289
HGDP01383	Eurasia-SW	M	Affy Human Origins	Adygei	-0.0062403	-0.00962925	0.00430363	0.00148141	0.00052343	39	44	0.000642911	0.00357487	-0.0105847	0.00266121	0.000360745	-0.00564799	0.00178164	0.00285416	-0.00320312	-0.00164455	0.000934174	0.000739329	-0.000104685	0.00101171	-0.00146812
HGDP01385	Eurasia-SW	M	Affy Human Origins	Adygei	-0.00639878	-0.00873435	0.004338	0.00186296	0.000465903	39	44	0.000338697	0.00303356	-0.00869611	0.00152018	0.000107392	-0.00722174	0.000931969	0.000722806	-0.00325556	0.000244102	0.000113877	5.66E-05	0.000388107	-0.0003739	-0.000784235
HGDP01386	Eurasia-SW	F	Affy Human Origins	Adygei	-0.0060697	-0.00964032	0.00460255	0.00313859	0.000222903	39	44	0.00163044	0.00486774	-0.0106856	0.00332118	-5.95E-05	-0.00804611	0.00154984	0.00197984	-0.00422156	0.00071961	-0.000249978	-0.000175113	0.00189611	-0.000940037	-0.000364648
HGDP01387	Eurasia-SW	F	Affy Human Origins	Adygei	-0.00625389	-0.00987896	0.00388268	0.00337312	0.000840229	39	44	8.71E-05	0.00403476	-0.00956528	0.00283154	0.000290718	-0.00925109	0.00156552	0.00193282	-0.00359721	0.00162013	0.000791802	-0.000710384	0.000878322	-0.00173993	-0.00120629
HGDP01397	Eurasia-SW	M	Affy Human Origins	Adygei	-0.00625197	-0.00816161	0.00337727	0.00200352	0.000171245	39	44	0.000682544	0.00298227	-0.00716488	0.00145259	-5.44E-05	-0.00998004	0.000347374	0.000748055	-0.00297936	9.66E-05	0.000897226	0.000702019	-0.000477302	-0.00120912	-0.000769785
HGDP01398	Eurasia-SW	F	Affy Human Origins	Adygei	-0.00630603	-0.00970315	0.00515185	0.00259523	-0.000264072	39	44	0.00103051	0.00512975	-0.0127164	0.00223243	-0.000586827	-0.00896772	0.000805993	0.000273872	-0.00414875	-0.000778325	0.000699728	-0.00029225	0.000109511	-0.0004087	-0.00184838
HGDP01399	Eurasia-SW	F	Affy Human Origins	Adygei	-0.00625614	-0.00944934	0.00445212	0.00415065	0.000654217	39	44	0.00072336	0.00267476	-0.00860361	0.00270773	-0.00057752	-0.00691714	0.000777303	0.000367868	-0.00371664	0.000259107	0.000510739	0.000159874	-0.000155469	-0.00112287	-0.00090928
HGDP01400	Eurasia-SW	F	Affy Human Origins	Adygei	-0.00641531	-0.00909357	0.00341268	0.00110122	0.000326861	39	44	0.000146334	0.00296549	-0.0085804	0.00211758	-0.000855907	-0.00847838	-0.000378528	-0.00138808	-0.00381417	0.00065958	4.99E-05	0.000497827	0.000329678	-0.000453766	-0.00127641
HGDP01401	Eurasia-SW	F	Affy Human Origins	Adygei	-0.00632588	-0.0089021	0.00427676	0.00176449	0.000753297	39	44	0.000100568	0.00428315	-0.00911834	0.00193582	-0.000479683	-0.00728577	-0.000666345	-0.0020743	-0.00389335	-5.19E-05	0.000397492	0.000225534	9.25E-05	-0.00150249	-0.000854586
HGDP01402	Eurasia-SW	M	Affy Human Origins	Adygei	-0.00661098	-0.00923739	0.00394572	0.00226567	0.000963791	39	44	0.000680713	0.00313261	-0.00932937	0.00204935	-0.000206604	-0.00830143	0.00306041	0.00266651	-0.00387097	0.000299357	0.000616849	3.87E-05	0.000802348	-0.00114363	-0.000809989
HGDP01403	Eurasia-SW	M	Affy Human Origins	Adygei	-0.00618739	-0.00975971	0.00401768	0.00292921	0.000632154	39	44	0.000601333	0.00308579	-0.00872286	0.00209298	-0.000378942	-0.00846204	0.00135937	-0.000579493	-0.00332364	0.000285775	-3.19E-05	3.03E-05	0.000245375	-0.00123962	-0.00136216
HGDP01404	Eurasia-SW	M	Affy Human Origins	Adygei	-0.00619907	-0.00730887	0.00375614	0.00236353	0.000144592	39	44	0.000662846	0.00376523	-0.00893906	0.00170803	-0.000153844	-0.0110863	-0.000244269	-0.000363303	-0.00346659	0.000249654	0.000907028	0.00119114	-2.35E-05	-0.00139094	-0.000768223
HGDP01405	Africa-E	M	Affy Human Origins	BantuKenya	0.0304216	0.000637831	0.00164283	0.00421386	-0.033282	37	-3	-0.0361507	0.0403278	0.033311	-0.0133785	-0.0128405	0.00775176	-0.00933812	0.00934135	-0.00900065	0.00785749	0.00168969	0.0111829	-0.0026236	0.0272261	0.00216148
HGDP01408	Africa-E	M	Affy Human Origins	BantuKenya	0.0290722	0.00088538	0.00262271	0.00472997	-0.0338125	37	-3	-0.0310331	0.040359	0.0294494	0.000474272	0.00516042	0.00285311	-0.0123026	0.00423827	-0.000526907	0.0170817	-0.0326601	0.0184617	0.000812043	-0.000128086	-0.0116133
HGDP01414	Africa-E	F	Affy Human Origins	BantuKenya	0.0298324	0.0011162	0.0020582	0.00257241	-0.0345655	37	-3	-0.0369565	0.0475599	0.043578	-0.00352159	0.00388294	0.00838603	-0.00860606	0.00930918	-0.00526402	0.0200266	-0.0162611	0.0155447	0.0232184	-0.022709	-0.0339481
HGDP01417	Africa-E	M	Affy Human Origins	BantuKenya	0.0299015	0.000875486	0.00239654	0.00264769	-0.0344316	37	-3	-0.0418107	0.0454371	0.0326709	-0.00931016	-0.00308706	0.00458895	-0.00804395	0.00776219	0.00482991	0.0231986	-0.0180183	0.00858702	-0.0144865	-0.00878288	0.033308
HGDP01418	Africa-E	M	Affy Human Origins	BantuKenya	0.0286932	0.001021	0.00212911	0.00461897	-0.0353734	37	-3	-0.0282733	0.0400514	0.031141	-0.000447019	0.00972679	0.00392783	-0.0123936	0.0102278	-0.00656111	-0.0142682	0.00349432	-0.00993063	-0.00884068	0.00847307	-0.0311005
HGDP01419	Africa-E	M	Affy Human Origins	BantuKenya	0.0301708	0.000594646	0.00267083	0.00309057	-0.0318163	37	-3	-0.0330935	0.0485195	0.0364965	-0.00532458	-0.000364818	0.00362069	-0.0146139	0.0168169	-0.00931014	0.0152918	-0.0053331	0.015947	-0.0140935	-0.00717699	0.0153624
HungarianC5	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00651013	-0.0119956	-0.00145919	-0.00585768	0.000311004	19.5	47.5	-0.000871717	-0.0046531	0.0080991	-0.000891103	-0.000538662	0.0013318	0.000790412	-0.000743202	0.00071831	0.000440262	-0.000889553	0.000113878	-2.31E-05	0.000389403	0.000632267
HungarianD1	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00665449	-0.0112646	-0.000784189	-0.006649	-0.000257896	19.5	47.5	-0.000171428	-0.00173482	0.00185667	-0.00041701	7.14E-05	-0.00165355	-0.000863577	-0.00114793	-0.000733935	-0.000100768	0.00025935	-7.53E-06	9.11E-05	0.000218234	0.000384401
HungarianE5	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00677114	-0.0115983	-0.00322947	-0.00670301	-0.000706186	19.5	47.5	-0.000704324	-0.00392481	0.0061252	-0.000641443	-0.000417209	0.000467046	0.00156174	0.0017799	7.86E-05	4.32E-05	-0.000219715	0.000550754	-0.000391129	-0.000477189	0.000638589
HungarianH3	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00659034	-0.0121559	-0.00111022	-0.00591877	-0.000530227	19.5	47.5	-0.000172163	-0.00457997	0.00540817	-0.00146687	0.000373023	0.00182219	-0.000140679	-0.000751854	0.000369688	1.43E-05	0.000254931	-0.00093682	-0.000756253	-0.00013617	-0.000201195
hungary15	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00669598	-0.0118527	-0.00218567	-0.00701954	-0.000175578	19.5	47.5	-0.000844818	-0.00546948	0.00751685	-0.00176733	-0.000767817	0.00095671	0.00100545	0.00192111	0.00151245	0.000328636	0.000275596	-0.00190445	0.00106569	0.000403448	0.00139902
hungary2	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00662297	-0.0116549	-0.00140617	-0.00743132	-0.000253768	19.5	47.5	-0.000639085	-0.00519204	0.00780488	-0.00234391	-0.000480812	0.00208063	9.36E-05	0.000678452	0.00136163	-0.000272321	9.25E-05	-0.00109892	-0.000104293	6.68E-05	0.0009356
hungary20	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00650021	-0.0121067	-0.00182188	-0.0082166	-0.000485006	19.5	47.5	-0.00147223	-0.00541874	0.00884726	-0.00146684	0.000158599	0.00371869	0.000435224	0.000765862	0.00212248	0.00057997	0.000561921	0.000173796	0.000658918	-7.99E-05	0.00107954
hungary3	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00663855	-0.0120718	-0.0014388	-0.00675846	-0.000569762	19.5	47.5	-0.000159368	-0.00205055	0.00242145	-0.00118711	0.000320642	-0.000905633	-0.00135946	-0.00218138	0.000181985	0.00122519	-0.000775649	-5.31E-05	0.00060503	-0.000293326	-0.000158807
hungary6	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00654131	-0.0119513	-0.00204296	-0.00706309	-0.000551066	19.5	47.5	0.000157344	-0.00213237	0.00309062	-0.000699156	-0.000515436	0.00080205	0.000398913	0.000738526	0.000184932	-0.000386455	0.00078034	0.00024181	0.000105224	0.000282021	1.72E-05
hungary7	Eurasia-NW	M	Affy Human Origins	Hungarian_Metspalu	-0.00671039	-0.0116461	-0.000460342	-0.00765364	-0.000468273	19.5	47.5	-0.00129863	-0.00489738	0.00699099	-0.00212738	-0.000296979	0.00191505	-7.99E-05	0.000423138	0.000588073	-0.000921028	0.000137911	-0.000782777	0.000347652	0.000515912	0.000335287
IHW9118	Austronesia	F	Affy Human Origins	Australian_ECCAC	-0.00370925	0.0130985	0.0156888	0.0185031	-0.00116692	149	-35.5	0.00365537	-0.00615661	0.00527672	-0.00673842	0.00375007	0.0521955	-0.0788418	-0.112179	-0.00871668	0.000537533	0.000531161	0.000519293	0.000877062	-0.00227556	-0.00258322
IHW9193	Austronesia	M	Affy Human Origins	Australian_ECCAC	-0.00376622	0.0133483	0.0169229	0.0187375	-0.000408119	149	-35.5	0.00490573	-0.00656855	0.00546535	-0.00713463	0.00406929	0.0653963	-0.0931195	-0.13503	-0.0117938	0.000489484	9.90E-05	0.000555487	0.00116343	-0.00338964	-0.00284373
IHW9195	Austronesia	M	Affy Human Origins	Australian_ECCAC	-0.00377975	0.0132388	0.0169359	0.0180982	-0.000541	149	-35.5	0.00468491	-0.00650859	0.00568241	-0.00753175	0.0051119	0.0633366	-0.0902091	-0.130797	-0.0104986	0.000121324	-0.000267551	-0.000245391	0.00121924	-0.00296083	-0.00284828
iran11	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00569935	-0.00833863	0.0074964	0.00713327	0.000505333	53	32	0.00129933	0.00685116	-0.0151199	0.00339222	-1.85E-05	-0.00737848	0.00202694	0.000835449	-0.00362977	0.000954488	0.000346072	0.000145725	3.56E-05	-0.000853674	-0.00078124
iran14	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00567739	-0.00776455	0.00704094	0.00674373	0.000788583	53	32	0.000926005	0.00595391	-0.0128648	0.00257059	-0.000192672	-0.00875332	0.000970511	0.00035061	-0.00365615	-0.000257059	0.000321094	0.000375581	-0.000536853	0.000183203	-0.00143033
iran16	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00568814	-0.00866479	0.00865653	0.00789152	0.000702485	53	32	0.000158392	0.0070895	-0.0130994	0.00260955	0.000237334	-0.0099753	0.000334248	-0.00072028	-0.00402204	0.000460113	-7.74E-05	-0.000709352	-7.52E-05	-0.000579278	-0.00198481
iran17	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00506207	-0.00780389	0.00716019	0.00779947	7.37E-05	53	32	0.000913184	0.00766718	-0.0152499	0.00279355	-0.00014296	-0.0092971	0.00288779	0.00167215	-0.00428637	0.00134429	0.000708225	-0.00032264	2.78E-06	-0.00116628	-4.40E-05
iran19	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00532599	-0.00851211	0.00597951	0.00582323	-0.000234076	53	32	0.00153911	0.00668245	-0.0131539	0.00222787	0.000152521	-0.0091013	0.00088657	-0.000245223	-0.00409902	-8.95E-05	4.05E-06	0.000799379	6.59E-05	-0.00139646	-0.00174756
iran2	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00570169	-0.00815763	0.00636403	0.00640239	1.49E-05	53	32	0.000940201	0.00803724	-0.0151331	0.00387141	0.00027793	-0.00978533	0.000810955	0.000450665	-0.00478076	0.000810984	0.00119789	-0.000585458	-0.000410244	-0.000569757	-0.001541
iran20	Eurasia-SW	M	Affy Human Origins	Iranian	-0.0053331	-0.00752875	0.00771943	0.00747343	0.000509488	53	32	0.00320187	0.00804294	-0.0157318	0.00444787	-0.000180377	-0.0106432	0.00263085	0.00383446	-0.00497431	-0.000851762	0.000424568	-0.00269489	0.00272678	-0.000216111	-0.000333505
iran3	Eurasia-SW	M	Affy Human Origins	Iranian	-0.00520733	-0.00818343	0.00648277	0.00747938	0.000223152	53	32	0.00108193	0.00737915	-0.0147057	0.00288217	-0.000875074	-0.00931314	0.000228338	5.08E-05	-0.00305767	0.000576858	-0.000184718	-0.000776067	0.000654035	-0.000211373	-0.000607277
IranianJew1132	Eurasia-SW	F	Affy Human Origins	Iranian_Jew	-0.00567511	-0.0105078	0.00731963	0.00360626	-0.00116336	53	32	0.00135898	0.0113535	-0.0220014	0.00370913	0.000583244	-0.0104904	-0.000575201	-0.00178459	-0.0045612	0.00066698	0.00110217	0.000113516	0.000493545	-0.00110617	-0.00132872
IranianJew1143	Eurasia-SW	M	Affy Human Origins	Iranian_Jew	-0.00553252	-0.0106521	0.00758889	0.00452804	-0.0017389	53	32	0.00253106	0.0141627	-0.0251207	0.00443353	0.00134988	-0.0129367	0.000864245	-0.000418364	-0.00479504	0.000439709	0.00184258	-0.00133397	-0.000490461	-0.000317216	-0.00306381
IranianJew1159	Eurasia-SW	M	Affy Human Origins	Iranian_Jew	-0.00553807	-0.00996132	0.00671136	0.00514657	-0.000933485	53	32	0.00255649	0.0128752	-0.0230017	0.00486645	-0.000410332	-0.0106029	-1.94E-06	-0.000356247	-0.00445298	0.000349042	0.000836742	0.000567867	0.000367236	-0.000800924	-0.0012306
IranianJew1409	Eurasia-SW	F	Affy Human Origins	Iranian_Jew	-0.00569952	-0.0101994	0.00686235	0.00419549	-0.000640174	53	32	0.00294419	0.0122872	-0.0233867	0.00545056	-0.000351031	-0.0107468	-5.35E-05	-0.00109346	-0.00576274	0.000428417	0.00244803	0.000253949	-0.000272897	-0.000422289	-0.000860542
IranianJew1513	Eurasia-SW	F	Affy Human Origins	Iranian_Jew	-0.00558671	-0.0100243	0.00623281	0.00485996	-0.0006044	53	32	0.00274619	0.0128142	-0.0236624	0.00441561	0.000300101	-0.0111387	-0.00104287	-0.00308324	-0.00492602	0.00118056	0.000295896	0.00108956	0.000567382	-0.00120453	-0.00141406
IranianJew1556	Eurasia-SW	F	Affy Human Origins	Iranian_Jew	-0.00557656	-0.0103166	0.00632782	0.00268473	-0.00172551	53	32	0.00229786	0.0120937	-0.0234028	0.00369708	-5.61E-05	-0.00866827	0.0012228	0.000886467	-0.00486992	0.00119016	0.00193437	0.000338408	0.000342349	-0.000324268	-0.00170835
IranianJew1557	Eurasia-SW	F	Affy Human Origins	Iranian_Jew	-0.00583077	-0.0100817	0.00702897	0.00443506	-0.000655869	53	32	0.00167838	0.0102437	-0.0198843	0.00348495	-0.000182328	-0.0102705	0.00117477	0.00254859	-0.00380208	0.000269381	0.00175704	0.000355236	-9.97E-05	0.000298453	-0.00159345
IranianJew1832	Eurasia-SW	M	Affy Human Origins	Iranian_Jew	-0.00573886	-0.010346	0.00668033	0.00413267	-0.00125478	53	32	0.00275318	0.0123139	-0.02418	0.00493714	-0.000411077	-0.0109511	-0.000174471	-0.000613106	-0.00360467	0.000148069	0.000873447	-0.000998835	0.000435907	0.000187935	-0.000804344
IranianJew1845	Eurasia-SW	M	Affy Human Origins	Iranian_Jew	-0.0055604	-0.00997009	0.00818617	0.00648098	-0.000720341	53	32	0.00287356	0.0125235	-0.0245405	0.00354261	0.000869126	-0.0115357	0.000190723	-0.00269047	-0.00689096	0.000321439	0.00153175	-0.000961232	0.000468897	-0.00117486	-0.00262744
IraqiJew1417	Eurasia-SW	M	Affy Human Origins	Iraqi_Jew	-0.00543194	-0.0108073	0.00548039	0.00287752	-0.00180303	44.5	33	0.00268591	0.0122825	-0.0248801	0.00440683	0.00108213	-0.0105002	-0.000173963	-0.00213358	-0.00580148	-0.00120476	0.000523401	0.000996436	0.000357241	-0.00235489	-0.00190824
IraqiJew1430	Eurasia-SW	F	Affy Human Origins	Iraqi_Jew	-0.00541319	-0.0106074	0.00685323	0.00417479	-0.00112572	44.5	33	0.00312455	0.0128897	-0.0243345	0.0045655	0.00111319	-0.0110468	-0.000912976	-0.000494692	-0.00558875	0.000200537	5.18E-05	0.000793002	0.000538936	-0.0013505	-0.00206451
IraqiJew1771	Eurasia-SW	F	Affy Human Origins	Iraqi_Jew	-0.00536761	-0.0103596	0.0068017	0.00471203	-0.00188551	44.5	33	0.0039648	0.0137176	-0.0256347	0.00417471	0.00103581	-0.0093438	-0.000551033	-0.00281635	-0.00473262	0.000436295	0.00257811	0.000164536	0.000441667	-0.00194551	-0.00191893
IraqiJew4061	Eurasia-SW	M	Affy Human Origins	Iraqi_Jew	-0.00553493	-0.0110977	0.00712679	0.00361421	-0.00179901	44.5	33	0.00318289	0.0138776	-0.0246475	0.00552718	0.000707102	-0.0078155	0.00175808	0.00198829	-0.00574911	-0.000130981	0.000270415	0.000602573	0.00129797	-0.00127299	-0.00168844
IraqiJew4241	Eurasia-SW	M	Affy Human Origins	Iraqi_Jew	-0.00544526	-0.01068	0.00616635	0.00437243	-0.0017483	44.5	33	0.00223278	0.0123644	-0.0235664	0.00474395	0.000489809	-0.00864796	-0.000961669	-0.000905282	-0.00474419	0.000507897	0.00103102	9.90E-05	-0.00061363	-0.00153224	-0.000597389
IraqiJew4291	Eurasia-SW	M	Affy Human Origins	Iraqi_Jew	-0.00540846	-0.0107139	0.00718765	0.00343392	-0.002113	44.5	33	0.00290167	0.013542	-0.0269454	0.00567386	0.000875581	-0.00710248	0.000635053	0.000572557	-0.00606357	0.000522799	-0.000465767	0.00125477	-0.000454785	-0.00182454	-0.000603558
Istanbul15781	Eurasia-SW	M	Affy Human Origins	Turkish_Istanbul	-0.00567881	-0.0101473	0.000958686	-0.00333374	-0.000923762	29	41	0.00104226	0.00137701	-0.00419483	0.000713754	-0.000447932	-0.00299644	-0.00118336	-0.00196398	-0.00124921	-0.00105685	0.000907279	-0.000219407	-7.52E-05	-0.000151065	-0.00133989
Istanbul17778	Eurasia-SW	M	Affy Human Origins	Turkish_Istanbul	-0.00598648	-0.0072102	0.00467533	0.000826683	-4.01E-05	29	41	0.000910193	0.00631762	-0.0122014	0.00185287	0.000244343	-0.0116831	-0.000945324	-0.00158155	-0.00368448	0.000711535	0.000114613	0.000507694	-0.000281365	-0.000820503	-0.00102456
Istanbul19185	Eurasia-SW	M	Affy Human Origins	Turkish_Istanbul	-0.00604597	-0.00803649	0.00458797	0.00132869	-0.00033942	29	41	0.00055499	0.0061394	-0.0123403	0.00259167	-0.000768161	-0.00773092	0.000779067	0.000443856	-0.00275809	0.000780665	0.00134017	-0.000698291	0.000178057	0.000857312	-0.000715201
Istanbul19708	Eurasia-SW	F	Affy Human Origins	Turkish_Istanbul	-0.00609254	-0.00652777	0.00467767	0.00149778	-0.000277156	29	41	0.00113577	0.0062255	-0.0125129	0.00237075	-0.000201239	-0.0106212	-0.000571811	-0.000181597	-0.00368108	0.000969534	0.000621623	0.00109527	0.000377635	-0.00299085	-0.00109329
Istanbul19810	Eurasia-SW	F	Affy Human Origins	Turkish_Istanbul	-0.00603086	-0.00849587	0.00451697	0.00275362	0.000131261	29	41	0.00117636	0.00537094	-0.0114686	0.00325361	0.000588178	-0.00595417	0.000308961	0.00118717	-0.00380015	0.000350907	9.17E-05	0.000304443	-0.000899505	-0.00116121	-0.00138814
Istanbul20010	Eurasia-SW	M	Affy Human Origins	Turkish_Istanbul	-0.00581759	-0.00822346	0.00514323	0.00249539	-0.000963055	29	41	0.00183104	0.00743004	-0.0149369	0.00324159	-7.82E-05	-0.00800097	-0.000895838	-0.00124927	-0.00445054	0.000214666	0.000232523	0.000645121	-0.000301382	-0.00107098	-0.00155923
Istanbul20040	Eurasia-SW	F	Affy Human Origins	Turkish_Istanbul	-0.0057197	-0.00935336	0.00680314	0.00438514	-0.00142341	29	41	0.00235942	0.00758505	-0.0173306	0.00469334	0.000468204	-0.00918826	-0.00248358	7.78E-05	-0.00455932	0.000905108	6.92E-05	0.000804431	5.25E-05	-0.00137774	-0.00107809
Istanbul25081	Eurasia-SW	M	Affy Human Origins	Turkish_Istanbul	-0.00606372	-0.00837721	0.00259975	-0.000402276	-0.000506573	29	41	0.000985581	0.00391508	-0.00878235	0.00225394	0.000309403	-0.005895	-0.000108622	-0.00126043	-0.00303958	-0.000558687	0.000559612	0.000542729	-0.000123184	-0.000239987	-0.00109501
Jordan214	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.00353682	-0.00963874	0.00552863	0.00144634	-0.00359985	36	32	0.00203972	0.0152524	-0.0241094	0.00507982	-0.000953573	-0.0108832	-0.00273277	-0.00386373	-0.00631604	0.00247292	-0.00109714	0.000933261	0.0011963	-0.0012271	-0.000454221
Jordan384	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.0030819	-0.00978675	0.00569483	0.00163504	-0.00377937	36	32	0.00334141	0.0182613	-0.0262616	0.00362682	-0.000133396	-0.0124298	-0.00208489	-0.00404569	-0.00432396	0.000201735	0.000889206	-0.00148183	0.00108702	-0.000663285	-0.00140304
Jordan445	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.00369456	-0.0103137	0.00628381	0.000429785	-0.00319857	36	32	0.00306289	0.0165258	-0.0252691	0.00415092	-2.29E-05	-0.0110451	-0.00254539	-0.00333272	-0.00581364	0.00159039	-0.000483005	0.00125321	-0.0014916	-0.00108427	-0.00113463
Jordan503	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.00396241	-0.00882854	0.00537214	0.00220948	-0.00319195	36	32	0.00292817	0.0114982	-0.0213848	0.0035085	-0.00029627	-0.0125644	0.00207065	-0.00164382	-0.00186168	0.000240626	0.000386663	0.00108797	-0.00100225	-0.000267638	-0.00126159
Jordan543	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.0037519	-0.0101426	0.00470304	0.00119623	-0.00217909	36	32	0.00305925	0.0147311	-0.0250437	0.00467033	-0.000453665	-0.00886612	-0.00278166	-0.00065393	-0.00517703	-0.000817442	0.000347622	0.00135033	-8.11E-05	-0.00165466	-0.00190378
Jordan603	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.00364191	-0.00991743	0.00435436	0.00203071	-0.00279619	36	32	0.00466424	0.0148453	-0.0223366	0.00506067	-0.000426008	-0.0107728	-0.00198308	-0.00447105	-0.00171595	0.000667184	0.00197167	-0.000630282	-0.00117854	-0.00184155	-0.00103157
Jordan646	Eurasia-SW	M	Affy Human Origins	Jordanian	-0.00389321	-0.00882434	0.00539606	0.00194218	-0.00243249	36	32	0.00421166	0.0143291	-0.0242833	0.00309979	0.000405205	-0.0104461	-9.30E-05	-0.00190779	-0.00607284	3.52E-05	0.000245713	4.18E-06	-0.000276805	0.000719719	0.000659901
kalmyk11	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00635394	0.0172729	-0.00135084	-0.00559934	-0.000555981	45.5	46.5	-0.000788577	-0.0023493	0.00669933	-0.0030049	-0.00168669	-0.0251841	-0.00507	-0.00692773	-0.00174407	0.00026031	-0.000208825	0.000175858	-9.23E-05	-0.000708564	0.000223761
kalmyk13	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00644902	0.0175596	4.95E-05	-0.00751567	-6.95E-05	45.5	46.5	-0.000450444	-0.00149248	0.00632678	-0.00199955	-0.00191231	-0.0279638	-0.00322346	-0.00344612	-0.00196359	-0.000596638	0.00036119	0.000776961	0.00046551	4.06E-05	-0.000122951
kalmyk14	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00636213	0.0177055	0.0005773	-0.00759482	-0.000749448	45.5	46.5	0.000101159	-0.00170552	0.00550532	-0.00300972	-0.00107064	-0.0214329	-0.0039861	-0.00578366	-0.00058654	-0.00066973	0.000730728	0.00132696	-0.00025164	0.000539074	-0.000189797
kalmyk22	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00612689	0.017956	-0.000696361	-0.00760513	-0.00196134	45.5	46.5	-0.000195684	-0.000489807	0.00430672	-0.00230916	-0.00218619	-0.0268022	-0.00565692	-0.00898545	-0.00335876	0.0011548	-0.00112892	-0.000346685	0.00031346	-0.000807457	-0.0005298
kalmyk32	Eurasia-NC	M	Affy Human Origins	Kalmyk	-0.00639193	0.017748	-0.000870116	-0.00721803	-0.00067594	45.5	46.5	-0.000609215	-0.00252597	0.00693819	-0.00303469	-0.0019869	-0.0260779	-0.00491174	-0.00677835	-0.00140373	-6.81E-05	-0.000274159	0.00036278	0.000233499	-0.000763385	-0.00047892
